001, 2022, 李茂换太子, 46241.5
002, 2022, 魔法精灵, 620.6
003, 2022, 最初的梦想, 1913.8
004, 2022, 魔法满屋, 7668.2
005, 2022, 带你去见我妈, 2370.9
006, 2022, 一江春水, 225.5
007, 2022, 屋内有人, 325.6
008, 2022, 萌鸡小队：萌闯新世界, 3434.2
009, 2022, 农民院士, 61
010, 2021, 黑客帝国：矩阵重启, 8575.3
011, 2022, 东北虎, 1691.7
012, 2022, 纹身, 186.4
013, 2020, 花滑女王2：爸爸我爱你, 74.6
014, 2021, 汪汪队立大功大电影, 8250
015, 2022, 村里来了个洋媳妇, 2.3
016, 2022, 向着明亮那方, 171.4
017, 2022, 四海, 54276.3
018, 2022, 奇迹·笨小孩, 137920.3
019, 2022, 狙击手, 60749.3
020, 2022, 长津湖之水门桥, 406066.6
021, 2022, 这个杀手不太冷静, 262262.1
022, 2022, 熊出没·重返地球, 96777.7
023, 2022, 喜羊羊与灰太狼之筐出未来, 16033.2
024, 2022, 小虎墩大英雄, 2211.8
025, 2022, 十年一品温如言, 16722.3
026, 2021, 京北的我们（重映）, 25.5
027, 2022, 好想去你的世界爱你, 10840.4
028, 2022, 不要忘记我爱你, 5602.2
029, 2022, 密案1922, 333.3
030, 2022, 我们的冬奥, 6479.5
031, 2022, 尼罗河上的惨案, 6849.7
032, 2022, 只属于我们的一天, 272.4
033, 2022, 花束般的恋爱, 9411.4
034, 2019, 纽约的一个雨天, 1270.3
035, 2022, 你是我的一束光, 551.9
036, 2022, 我心飞扬, 632.5
037, 2022, 大国粮仓, 94
038, 2022, 柳浪闻莺, 351.2
039, 2022, 心想念动, 5.5
040, 2022, 如果有一天我将会离开你, 430.4
041, 2022, 可不可以你也刚好喜欢我, 1604.4
042, 2022, 暑期何漫漫, 5.2
043, 2018, 妖怪手表：永远的朋友, 82.7
044, 2022, 神秘海域, 15139
045, 2022, 新蝙蝠侠, 16324.9
046, 2022, 年少有你, 16.5
047, 2022, “炼”爱, 42.3
048, 2018, 印度女孩, 348.2
049, 2022, 花儿为什么这样红, 675.7
050, 2022, 野夏天, 65.2
051, 2022, 卧鼠藏虫, 530
052, 2022, 安魂, 9.2
053, 2022, 月球陨落, 15840.5
054, 2022, 错乱空间, 159.9
055, 2021, 密室逃生2, 7719.7
