056, 2022, 草原大作战, 183.6
057, 2022, 精灵旅社4：变身大冒险, 12373.8
058, 2022, 神奇动物：邓布利多之谜, 19418.4
059, 2020, 诺亚方舟漂流记2, 159.9
060, 2019, 致我的陌生恋人, 912.2
061, 2022, 迷失1231, 138.9
062, 2015, 误杀瞒天记, 3149.2
063, 2022, 边缘行者, 16647
064, 2022, 亡命救护车, 1583.8
065, 2022, 邓小平小道, 2407.1
066, 2022, 坏蛋联盟, 33522.8
067, 2022, 我是真的讨厌异地恋, 16518.3
068, 2022, 巨星嫁到, 374.7
069, 2022, 唐顿庄园2, 1296.6
070, 2022, 盒子的秘密, 152.8
071, 2022, 青春是首歌, 6
072, 2022, 刿心剑, 20.5
073, 2021, 五个扑水的少年（重映）, 6912.6 &
074, 2022, 哆啦A梦：大雄的宇宙小战争2021, 9917.2
075, 2021, 魔法鼠乐园（重映）, 419.5 &
076, 2022, 超级特战队, 32.2
077, 2022, 暗恋·橘生淮南, 13540.3
078, 2020, 阿里巴巴与神灯（重映）, 2220.7 &
079, 2022, 遇见你之后, 1652.7
080, 2022, 侏罗纪世界3, 105963.4
081, 2022, 天才计划, 1154.7
082, 2022, 镜世界, 230.8
083, 2022, 绿茵之外, 118.3
084, 2022, 云霄之上, 448.3
085, 2022, 一周的朋友, 12165.3
086, 2022, 焚情, 95.7
087, 2022, 回南天, 21.6
088, 2022, 地瓜味的冰激凌, 28.7
089, 2022, 人生大事, 171231.4
090, 2022, 你是我的春天, 3063.4
091, 2022, 地火, 98.7
092, 2022, 珠峰队长, 344.9
093, 2022, 隐入尘烟, 10970（至9-18）
094, 2022, 神探大战, 71210.4
095, 2022, 海底小纵队：洞穴大冒险, 7761.8
096, 2022, 外太空的莫扎特, 22394.7
097, 2022, 龙女孩, 141.7
098, 2022, 冲出地球, 1005.8
099, 2022, 开心超人之英雄的心, 1656.3
100, 2022, 一直一直很喜欢你, 2198.6
101, 2022, 阳光照耀塔什库尔干, 4.6
102, 2022, 七人乐队, 1564.6
103, 2022, 疯了！桂宝之三星夺宝, 1262.5
104, 2022, 独行月球, 310291.1
105, 2022, 小马宝莉：新世代, 1720.5
106, 2022, 迷你世界之觉醒, 2714.9
107, 2022, 遇见你, 7832.7
108, 2022, 我们的样子像极了爱情, 1615.8
109, 2022, 明日战记, 67918（至11-13）
110, 2022, 猪猪侠大电影·海洋日记, 2938.7
111, 2022, 漫长的告白, 631.1
112, 2022, 永不妥协, 447.7
113, 2022, 跳舞吧！爸爸, 1.8
114, 2022, 猎屠, 1255.7
115, 2022, 山海经之再见怪兽, 3826.4
116, 2022, 断·桥, 23247.7
117, 2022, 人间世, 127.4
118, 2022, 新神榜：杨戬, 55550.1
119, 2022, 小黄人大眼萌：神偷奶爸前传, 23792.4
120, 2022, 秘密花园, 15.7
121, 2022, 760号犯人, 317.7
122, 2022, 世界上最爱我的人, 764.1
123, 2022, 忠犬帕尔玛, 691.4
124, 2021, 雀斑公主, 1429.1
125, 2022, 爱情的代驾, 64.2
126, 2022, 大白鲨之夺命鲨口, 402.9
127, 2022, 我的非凡父母, 617.9
128, 2022, 世间有她, 5620（至11-13）
129, 2022, 海的尽头是草原, 3608（至11-13）
130, 2022, 还是觉得你最好, 10672（至11-13）
131, 2022, 狼群, 2867.6
132, 2022, 哥，你好, 53525（至11-13）
133, 2022, 妈妈！, 7709.8
134, 2022, 青蛙王国之极限运动, 1499.4
135, 2022, 追光, 48.1
136, 2022, 我要和你在一起, 528.2
137, 2022, 热汤, 14.3
138, 2022, 我世界里的你, 21.6
139, 2022, 平凡英雄, 21494（至11-13）
140, 2022, 钢铁意志, 9322（至11-13）
141, 2022, 万里归途, 154628（至11-13）
142, 2022, 新灰姑娘2, 3137（至11-13）
143, 2022, 我是霸王龙, 3242（至11-13）
144, 2022, 新大头儿子和小头爸爸5, 8197（至11-13）
145, 2022, 搜救, 2000
146, 2022, 我的遗憾和你有关, 2795（至11-13）
147, 2022, 扫黑行动, 6350（至11-13）
148, 2022, 请叫我郑先生, 72（至11-13）
149, 2022, 陪你在全世界长大, 102（至11-13）
150, 2022, 天之书, 118（至11-13）
151, 2022, 猫狗武林, 188（至11-13）
152, 2022, 青蛙王子历险记2, 262（至11-13）
153, , , 
154, , , 
155, , , 
156, , , 
157, , , 
158, , , 
159, , , 
, , , 
